date;0;1;2;3;4;5;6;OT
14/02/1990 00:00;;;0.843811;0.663702;0.211242;;0.533476;
15/02/1990 00:00;;;0.847817;0.662559;0.211242;;0.533618;
16/02/1990 00:00;;;0.847961;0.661244;0.211242;;0.534045;
17/02/1990 00:00;;;0.848176;;0.211242;0.006563;0.533618;
18/02/1990 00:00;;;0.849041;;0.211242;0.006555;0.532623;
19/02/1990 00:00;;;0.851426;;;0.006569;0.533333;
20/02/1990 00:00;;;0.848896;;;0.006555;0.533333;
21/02/1990 00:00;;;0.847242;;;0.006563;0.533618;
22/02/1990 00:00;;;0.844809;;;0.006515;0.533618;
23/02/1990 00:00;;;0.847961;;;0.006499;0.533476;
24/02/1990 00:00;;;0.849762;;;0.006487;0.532056;
25/02/1990 00:00;;;0.849834;;;0.006447;0.53135;
26/02/1990 00:00;;;0.851064;;;0.006498;0.531773;
27/02/1990 00:00;;;0.850412;;;0.00639;0.530926;0.5805
28/02/1990 00:00;;;0.85034;0.658762;;0.006353;0.530786;0.5808
01/03/1990 00:00;;;0.850196;0.659631;;0.006299;0.529801;0.5767
02/03/1990 00:00;;;0.851571;0.667557;;0.00638;0.530082;0.5783
03/03/1990 00:00;;;0.854336;;;0.006336;0.530363;0.579
04/03/1990 00:00;;;0.855066;;;0.006293;0.530223;0.5778
05/03/1990 00:00;;;0.857486;;;0.006284;0.530645;0.577
06/03/1990 00:00;;1.6415;0.856678;;0.211242;0.006305;0.531915;0.579
07/03/1990 00:00;;1.6415;0.855725;;0.211242;0.006342;0.532481;0.5782
08/03/1990 00:00;;1.6385;0.858001;;0.211242;0.006343;0.533191;0.578
09/03/1990 00:00;;1.6385;0.860807;;0.211242;0.006349;0.532765;0.5784
10/03/1990 00:00;;1.6343;0.860956;;0.211242;0.006306;0.531915;0.5783
11/03/1990 00:00;;1.6425;0.858222;;0.211242;0.006318;0.532623;
12/03/1990 00:00;;1.642;0.859771;;;0.006322;0.532765;
13/03/1990 00:00;;1.6385;0.858369;;;0.006299;0.532765;
14/03/1990 00:00;;1.631;0.856898;;;0.006275;0.532765;
15/03/1990 00:00;;1.6338;0.855945;;;;0.532198;
16/03/1990 00:00;;1.638;0.860363;;;;0.532056;
17/03/1990 00:00;;1.6435;0.860659;;;;0.533333;
18/03/1990 00:00;;1.6353;0.859993;;;;0.533333;
19/03/1990 00:00;;1.6357;0.861326;;;;0.532623;
20/03/1990 00:00;;1.6341;0.862589;;;;0.532056;
21/03/1990 00:00;;1.637;0.861475;;;;0.532623;0.5817
22/03/1990 00:00;;1.6335;0.86192;;;;0.532623;0.5755
23/03/1990 00:00;;1.636;0.85955;0.686342;0.211242;;0.532623;0.5735
24/03/1990 00:00;;1.6389;0.858074;0.689417;0.211242;;0.532765;0.5748
25/03/1990 00:00;;1.6405;0.858516;0.687049;0.211242;;0.533049;0.5685
26/03/1990 00:00;;;0.856678;0.687049;0.211242;;0.533333;0.5708
27/03/1990 00:00;;;0.856898;;0.211242;;0.532623;0.5727
28/03/1990 00:00;;;0.859623;;0.211242;;0.533049;0.5726
29/03/1990 00:00;;;0.860215;;0.211242;;0.533049;0.5726
30/03/1990 00:00;;;0.859476;;0.211242;;0.534902;0.5747
31/03/1990 00:00;;;;;0.211242;;;0.5721
01/04/1990 00:00;;1.6763;;;0.211242;;;0.5739
02/04/1990 00:00;;1.6813;;;0.211242;;;0.57
03/04/1990 00:00;;1.684;;;0.211242;;;0.5708
04/04/1990 00:00;;1.677;;;0.211242;;;0.5725
05/04/1990 00:00;;1.68;;;0.211242;;;0.5728
06/04/1990 00:00;;1.6917;;;0.211242;;;0.5735
07/04/1990 00:00;;1.6908;;;0.211242;;;0.5725
08/04/1990 00:00;;1.6912;;;0.211242;;;0.5735
09/04/1990 00:00;;1.6915;;0.705219;0.211242;;;0.5735
10/04/1990 00:00;;;;0.708065;0.211242;;;0.5737
11/04/1990 00:00;;;;0.704225;0.211242;;;0.5739
12/04/1990 00:00;;;;0.701508;0.211242;0.00668;;0.5733
13/04/1990 00:00;;;;0.70932;0.211242;0.006628;;0.5741
14/04/1990 00:00;;;;0.70373;0.211242;0.006609;;0.5757
15/04/1990 00:00;;;;0.697837;0.211242;;;0.5768
16/04/1990 00:00;;;;0.696379;0.211242;;;0.5752
17/04/1990 00:00;;;;0.693963;0.211242;;;0.5768
18/04/1990 00:00;;;;0.69701;0.211242;;;0.5776
19/04/1990 00:00;;;;0.700035;;;;0.5819
20/04/1990 00:00;;;;0.695169;;;;0.5828
21/04/1990 00:00;;;;0.690703;;;;0.5812
22/04/1990 00:00;;;;0.694203;;;;0.5785
23/04/1990 00:00;;;;0.695894;;;;0.5783
24/04/1990 00:00;;;;;;;;0.5806
25/04/1990 00:00;;;;;;;0.540979;0.5823
26/04/1990 00:00;;;0.853242;;;;;0.5816
27/04/1990 00:00;;;0.852733;;;;;0.5823
28/04/1990 00:00;;;0.851716;;;;;0.583
29/04/1990 00:00;;;0.852951;;;;;0.5825
30/04/1990 00:00;;;0.851136;0.706464;;;;0.5875
01/05/1990 00:00;;;0.845881;0.709723;;;;0.586
02/05/1990 00:00;;;0.847889;0.708868;;;;0.5852
03/05/1990 00:00;;;0.85237;0.711238;;;;0.5873
04/05/1990 00:00;;;0.854336;;;;;0.5872
05/05/1990 00:00;0.7853;;0.854847;;;;;0.5872
06/05/1990 00:00;0.7916;1.745;0.857265;;0.211242;;;0.5883
07/05/1990 00:00;0.7964;;0.860659;;0.211242;;;0.5903
08/05/1990 00:00;0.7974;;0.860215;;0.211242;;;0.5902
09/05/1990 00:00;0.799;;0.859697;;0.211242;0.006633;;0.59
10/05/1990 00:00;0.7974;;0.859697;;;0.006621;;0.5903
11/05/1990 00:00;0.8025;;0.862664;;;0.006618;;0.5912
12/05/1990 00:00;0.8066;;0.864155;;;0.006716;;0.5933
13/05/1990 00:00;;;0.862292;;;0.006726;;0.5938
14/05/1990 00:00;;;0.862589;;;0.006729;;0.5881
15/05/1990 00:00;;;;;;0.00678;;0.5918
16/05/1990 00:00;;;;;;0.006754;;0.5892
17/05/1990 00:00;;;;;;0.006741;;0.5918
18/05/1990 00:00;;;;;;0.006789;;0.5928
19/05/1990 00:00;;;;;;0.006754;;0.5923
20/05/1990 00:00;;;;;;0.006713;0.550509;0.595
21/05/1990 00:00;;;;;;0.006736;0.55142;0.5937
22/05/1990 00:00;;;;;;0.006741;;0.5942
23/05/1990 00:00;;;0.868056;;;0.006717;;0.5918
24/05/1990 00:00;;;0.868282;;;0.006647;;0.5894
25/05/1990 00:00;;;0.867905;;;0.006684;;0.5888
26/05/1990 00:00;;;0.86783;;;0.006748;;0.591
27/05/1990 00:00;;1.86;0.867303;;;0.006843;;0.5918
28/05/1990 00:00;;1.855;0.866927;;;0.006791;;0.594
29/05/1990 00:00;;1.8492;0.86783;;;0.006684;;
30/05/1990 00:00;;1.8565;0.868432;;;0.006671;0.552792;
31/05/1990 00:00;;;0.870701;;;0.006678;0.554324;
01/06/1990 00:00;0.7925;;0.869338;;;0.006676;0.554324;
02/06/1990 00:00;0.7953;;0.870322;0.744048;;0.00666;0.55325;
03/06/1990 00:00;0.7992;;0.87184;0.747105;;0.006675;0.55371;
04/06/1990 00:00;0.7977;;0.87146;0.746826;;0.00666;0.553863;
05/06/1990 00:00;0.8025;;0.87184;0.75959;;0.006651;0.555864;
06/06/1990 00:00;0.8061;;0.873057;0.765697;;0.00669;0.556174;
07/06/1990 00:00;0.8071;;0.874508;0.773395;;0.006782;0.556793;0.618
08/06/1990 00:00;0.8045;;0.870928;0.767165;;0.006739;0.556793;0.6173
09/06/1990 00:00;0.807;;0.873744;0.780336;;0.006776;0.558347;0.619
10/06/1990 00:00;0.808;;0.874279;0.774114;;0.006809;0.558659;0.6197
11/06/1990 00:00;0.8162;;0.877578;0.777122;;0.006831;0.558815;0.622
12/06/1990 00:00;0.8205;;0.879894;0.785238;;0.006861;0.559597;0.6258
13/06/1990 00:00;0.8293;;0.883704;0.793336;;0.006821;0.56338;0.6308
14/06/1990 00:00;0.833;;0.88199;0.788333;;0.006824;0.562588;0.6295
15/06/1990 00:00;0.8311;;0.879353;;;0.006923;0.563539;0.628
16/06/1990 00:00;0.8302;;0.875503;;;0.00697;0.566893;0.6313
17/06/1990 00:00;0.8325;;0.878889;;;0.006963;0.566893;0.6303
18/06/1990 00:00;0.8168;;0.872981;;;0.00693;0.566572;0.6132
19/06/1990 00:00;;;0.866176;;;0.006948;0.566572;0.6153
20/06/1990 00:00;;;;;;0.006966;0.566893;0.6165
21/06/1990 00:00;;;;;;0.007058;0.572082;0.624
22/06/1990 00:00;;;;;;;0.568505;0.6255
23/06/1990 00:00;;;;;;;0.562493;0.6233
24/06/1990 00:00;;;;;;;0.565131;0.6202
25/06/1990 00:00;;;;;;;0.565291;0.6185
26/06/1990 00:00;;;0.859993;;;;0.564653;0.6215
27/06/1990 00:00;;1.8767;0.858811;;;;0.561167;0.624
28/06/1990 00:00;;1.8985;0.85859;;;;0.564334;0.6275
29/06/1990 00:00;;1.9025;0.862515;;;;0.566412;0.623
30/06/1990 00:00;;1.918;0.863931;;;;0.566251;
01/07/1990 00:00;;1.8847;0.863931;;;;0.566412;
02/07/1990 00:00;;1.8683;0.866101;;;;0.566091;
03/07/1990 00:00;;1.846;0.867152;;;;0.565131;
04/07/1990 00:00;;1.884;0.869338;;;;0.565931;
05/07/1990 00:00;;1.8768;0.869943;;;;0.565931;
06/07/1990 00:00;;1.864;0.867002;;;;0.565931;
07/07/1990 00:00;;1.871;0.865576;;;;0.567054;
08/07/1990 00:00;;1.8735;0.864678;;;;0.566412;
09/07/1990 00:00;;1.889;0.867378;;;;0.567859;
10/07/1990 00:00;;1.8885;0.867303;;0.211242;;0.567698;
11/07/1990 00:00;;1.898;0.868282;;0.211242;;;
12/07/1990 00:00;;1.9118;0.870398;;0.211242;;;
13/07/1990 00:00;;1.9465;0.866176;;0.211242;;;
14/07/1990 00:00;;;0.86881;;0.211242;;;
15/07/1990 00:00;;;0.869565;;0.211242;;;
16/07/1990 00:00;;;0.868508;;0.211242;;;
17/07/1990 00:00;;;0.871688;;0.211242;;;
18/07/1990 00:00;;;0.86783;;;;;
19/07/1990 00:00;;;;;;;0.580046;
20/07/1990 00:00;;;;0.785238;;;0.582242;
21/07/1990 00:00;;;;0.784929;;;0.586166;
22/07/1990 00:00;;;;0.787402;;;0.583601;
23/07/1990 00:00;;;;0.780031;;;0.58548;
24/07/1990 00:00;;;;0.780214;;;0.584112;
25/07/1990 00:00;;;;0.787402;;;;
26/07/1990 00:00;;;;0.783085;;;;
27/07/1990 00:00;;;;0.78064;;;;
28/07/1990 00:00;;;;0.777001;;;;0.613
29/07/1990 00:00;;;;0.775494;;;;
30/07/1990 00:00;0.7848;;;;;;;
31/07/1990 00:00;0.7837;;;;0.211242;;;
01/08/1990 00:00;0.7765;;;;0.211242;;;
02/08/1990 00:00;0.782;;;;0.211242;;;
03/08/1990 00:00;0.787;;;;;;0.58651;
04/08/1990 00:00;0.7785;;;;;0.007803;0.587372;
05/08/1990 00:00;0.7781;;;;;0.007698;0.585309;
06/08/1990 00:00;0.7794;;;;0.211242;0.007708;0.584112;0.6105
07/08/1990 00:00;0.7725;;;;0.211242;0.007716;0.584283;0.6125
08/08/1990 00:00;0.7707;;;;0.211242;0.007715;0.583601;0.61
09/08/1990 00:00;0.772;;;;0.211242;0.007736;0.584283;0.6095
10/08/1990 00:00;0.7635;;;;;0.007752;;0.6095
11/08/1990 00:00;0.7653;;;;;0.007755;;0.6118
12/08/1990 00:00;0.7635;;;;;0.007834;;0.6125
13/08/1990 00:00;0.7658;;;;;0.007852;;0.6137
14/08/1990 00:00;0.7663;;;;;0.007767;;0.6119
15/08/1990 00:00;0.7684;;;;;0.007792;;0.6113
16/08/1990 00:00;0.7691;;;;;0.007701;;0.61
17/08/1990 00:00;0.7722;;;;;0.00755;;0.6092
18/08/1990 00:00;0.774;;;;;0.007513;;0.609
19/08/1990 00:00;;;;;;0.00744;;0.61
20/08/1990 00:00;;;;;;;;0.6093
21/08/1990 00:00;;;;;;;0.581564;0.609
22/08/1990 00:00;;1.938;;;0.191015;;0.581903;0.6008
23/08/1990 00:00;;1.95;;;0.191015;;0.582072;0.6025
24/08/1990 00:00;;1.9425;;;0.191015;;0.584283;0.6043
25/08/1990 00:00;;1.939;;;0.191015;;0.58326;0.6005
26/08/1990 00:00;0.766;1.944;;;0.191015;;0.583431;0.6011
27/08/1990 00:00;0.7581;1.9435;;;0.191015;;0.584454;0.596
28/08/1990 00:00;;1.9391;;;0.191015;;0.58309;0.5985
29/08/1990 00:00;;1.9285;;;0.191015;;0.582751;0.5913
30/08/1990 00:00;;1.935;;;0.191015;;0.580552;0.5872
31/08/1990 00:00;;1.931;;;0.191015;;0.578704;0.5997
01/09/1990 00:00;;1.906;;0.775314;0.191015;;0.576037;0.59
02/09/1990 00:00;;1.885;;0.763942;0.191015;;0.573559;0.586
03/09/1990 00:00;;1.867;;0.759878;0.191015;;0.573559;0.5855
04/09/1990 00:00;;1.885;;0.765111;0.191015;;0.569801;0.586
05/09/1990 00:00;;1.887;;0.765697;0.191015;;0.569963;0.585
06/09/1990 00:00;;1.921;;0.781555;0.191015;;0.573559;0.5855
07/09/1990 00:00;;;;0.783085;0.191015;;0.574713;0.5865
08/09/1990 00:00;;;;0.792267;0.191015;;0.573559;0.5918
09/09/1990 00:00;;;;0.789578;0.191015;;0.573394;0.5935
10/09/1990 00:00;;;;0.784006;;;0.570939;0.5911
11/09/1990 00:00;;;;0.773934;;;0.568828;
12/09/1990 00:00;;;;0.776398;;;0.568182;
13/09/1990 00:00;;;;0.785423;;;0.568343;
14/09/1990 00:00;;;;0.776096;;;0.56899;
15/09/1990 00:00;;;;0.78125;;;0.568505;
16/09/1990 00:00;;;;;;;0.566733;
17/09/1990 00:00;;;;;;;0.566893;0.594
18/09/1990 00:00;;;;;;;0.565611;0.5972
19/09/1990 00:00;;;;;;;0.572902;0.5943
20/09/1990 00:00;;;;0.792393;;0.00753;0.572902;0.5947
21/09/1990 00:00;;;;0.794786;;0.007593;0.577367;0.596
22/09/1990 00:00;;;;0.797957;;0.007552;0.576535;0.596
23/09/1990 00:00;;;;0.794913;;0.007563;0.579206;0.5968
24/09/1990 00:00;;;;;;0.00756;0.579206;0.5966
25/09/1990 00:00;;;;;;0.007564;0.579206;0.5975
26/09/1990 00:00;;;;;;0.007603;0.579374;0.6002
27/09/1990 00:00;;;;;;0.007599;0.578369;0.5995
28/09/1990 00:00;;;;;;0.007607;0.577034;0.5987
29/09/1990 00:00;;;;;;0.007607;0.577367;0.5997
30/09/1990 00:00;;;;;;0.007629;0.581734;0.6002
01/10/1990 00:00;;;;;;0.007708;0.583431;
02/10/1990 00:00;;;;;;0.007791;0.584283;
03/10/1990 00:00;;;;;;0.007816;0.584112;
04/10/1990 00:00;;1.987;;;;0.007819;0.583771;
05/10/1990 00:00;;1.997;;;;0.00783;0.584966;
06/10/1990 00:00;;1.9915;;;;0.007794;0.583771;0.6032
07/10/1990 00:00;;1.9918;;;;0.007747;0.586166;0.6071
08/10/1990 00:00;;1.98;;;;0.007704;0.585309;
09/10/1990 00:00;;1.9705;;;;0.007666;0.584283;
10/10/1990 00:00;;1.9515;;;;0.007602;0.58072;
11/10/1990 00:00;;1.947;;;;0.007587;0.581058;
12/10/1990 00:00;;1.9571;;0.784745;;0.00761;0.58072;
13/10/1990 00:00;;1.9437;;0.775494;;0.007564;;
14/10/1990 00:00;;1.923;;0.766871;;0.007499;;
15/10/1990 00:00;0.784;1.9205;;0.766284;;0.007527;0.579206;
16/10/1990 00:00;0.7836;1.9155;;0.759878;;0.00756;0.578536;
17/10/1990 00:00;0.7853;1.91;;0.753863;;0.007522;0.579374;
18/10/1990 00:00;0.7848;1.898;;0.750751;;0.007432;0.577868;
19/10/1990 00:00;0.7763;1.8965;;0.746269;;0.007377;0.576369;
20/10/1990 00:00;0.7727;1.9017;;0.748783;;0.007386;0.576868;
21/10/1990 00:00;0.7669;1.8505;;0.729661;;0.007241;0.572181;
22/10/1990 00:00;0.7673;1.858;;0.733945;;0.007337;0.573559;
23/10/1990 00:00;0.7651;1.856;;0.730194;;0.007331;0.572574;
24/10/1990 00:00;0.7688;1.8555;;0.730727;;0.007356;0.572082;
25/10/1990 00:00;0.7713;1.8305;;0.720825;;;0.570776;
26/10/1990 00:00;0.7679;1.791;;0.708215;;;0.568182;
27/10/1990 00:00;0.7696;1.765;;0.700035;;;0.565611;
28/10/1990 00:00;0.7683;1.7765;;0.702741;;;0.564653;
29/10/1990 00:00;0.7712;1.792;;0.708968;0.191015;;0.564972;
30/10/1990 00:00;0.773;1.7895;;0.709572;0.191015;;0.565291;
31/10/1990 00:00;0.771;1.764;;0.69979;0.191015;;0.564653;
01/11/1990 00:00;0.7713;1.7533;;0.696718;0.191015;;0.560538;
02/11/1990 00:00;0.7742;;;0.687521;0.191015;;0.558347;
03/11/1990 00:00;0.775;;;0.687049;0.191015;;0.557414;
04/11/1990 00:00;0.773;;0.862441;0.692041;0.191015;;0.558659;
05/11/1990 00:00;;;0.863185;0.695314;0.191015;;0.558971;
06/11/1990 00:00;;;0.865052;0.702099;0.191015;;0.560067;
07/11/1990 00:00;;;0.865276;0.706165;0.191015;;0.567215;
08/11/1990 00:00;;;0.865276;0.713521;0.191015;;0.564653;
09/11/1990 00:00;;;;0.704722;0.191015;;0.567537;
10/11/1990 00:00;;;;0.698227;0.191015;;0.564972;
11/11/1990 00:00;;;;0.707965;0.189204;;0.565611;
12/11/1990 00:00;;;0.867905;0.702247;0.189204;;0.56899;
13/11/1990 00:00;;;0.869717;0.708215;0.189204;;0.568505;
14/11/1990 00:00;;;0.868961;0.701016;0.189297;;0.568505;
15/11/1990 00:00;;;0.869717;0.702494;0.189297;;0.570125;
16/11/1990 00:00;;;0.870474;0.705219;0.189297;;0.571429;
17/11/1990 00:00;;;0.868885;0.701262;0.189297;;0.572082;
18/11/1990 00:00;;;0.867679;0.693001;0.189072;;0.568828;0.5909
19/11/1990 00:00;;;0.865801;0.679579;0.188754;;0.562588;0.5885
20/11/1990 00:00;;;0.862441;0.675219;0.188384;;0.560852;0.5841
21/11/1990 00:00;;;0.864828;0.685166;0.188551;;0.561956;0.5885
22/11/1990 00:00;;;0.865801;0.680365;0.188551;;0.56338;0.5843
23/11/1990 00:00;;;0.867303;0.682221;0.188551;;0.562272;0.5843
24/11/1990 00:00;;;0.868131;0.675904;0.188551;;0.563857;0.585
25/11/1990 00:00;;;0.867002;0.673854;0.188551;;0.560381;0.5847
26/11/1990 00:00;;;0.868056;0.692041;0.188654;;0.568828;0.588
27/11/1990 00:00;;;;0.685401;0.188654;;0.566251;0.5853
28/11/1990 00:00;;;;0.677507;0.188654;;0.563222;0.5848
29/11/1990 00:00;;;;0.68018;0.187966;0.007222;0.564016;0.5875
30/11/1990 00:00;;;;0.685401;0.187966;0.007249;0.566251;
01/12/1990 00:00;;;;0.682594;0.187966;0.007228;0.564493;
02/12/1990 00:00;;1.704;;0.678887;0.187744;0.007179;0.564334;
03/12/1990 00:00;;1.719;;0.685401;0.187744;0.007207;0.564653;
04/12/1990 00:00;;1.7315;;0.692521;0.187744;0.007173;;
05/12/1990 00:00;;1.7383;;0.698227;0.187744;0.007239;;0.5881
06/12/1990 00:00;;;;0.698568;0.187966;0.007247;;0.5896
07/12/1990 00:00;;;;0.693963;0.187966;0.00727;;0.5912
08/12/1990 00:00;;;;0.67981;0.187966;0.00722;;0.5902
09/12/1990 00:00;;;;0.685542;0.187505;0.007235;;
10/12/1990 00:00;;;;0.689893;;0.007273;;
11/12/1990 00:00;;;;0.684932;;0.007244;;
12/12/1990 00:00;;;;0.686672;;0.007261;;
13/12/1990 00:00;;;;0.687474;;0.007225;;
14/12/1990 00:00;;;;;;0.007257;;
15/12/1990 00:00;;;;;;0.007236;;
16/12/1990 00:00;;;;;;0.007254;;
17/12/1990 00:00;;;;;;0.007223;;
18/12/1990 00:00;0.7575;;;;;0.00719;;
19/12/1990 00:00;0.76;;;;;0.007212;;
20/12/1990 00:00;0.7603;;;;;0.007188;;
21/12/1990 00:00;0.7507;;;;;;;
22/12/1990 00:00;0.7515;;;;;;;
23/12/1990 00:00;0.752;;;;;;;
24/12/1990 00:00;0.755;;;;;;;
25/12/1990 00:00;0.7548;;;;;;;
26/12/1990 00:00;0.754;;;;;;;
27/12/1990 00:00;0.7598;;;;;;;
28/12/1990 00:00;0.763;;;;;;;
29/12/1990 00:00;0.7631;;;;;;;0.5753
30/12/1990 00:00;0.7641;;;;0.186254;;;0.576
31/12/1990 00:00;0.765;;;;0.186254;;;0.5752
01/01/1991 00:00;0.7645;;;;0.186254;;;0.575
02/01/1991 00:00;0.765;;;;0.186254;;;0.5755
03/01/1991 00:00;0.767;;;;0.186254;;;0.5763
04/01/1991 00:00;0.7675;;;0.645369;0.186254;;;0.5773
05/01/1991 00:00;0.767;;;0.641766;0.186254;;;0.5754
06/01/1991 00:00;0.7651;;;0.638978;0.186254;;;
07/01/1991 00:00;0.7643;;;0.632711;0.185929;;;
08/01/1991 00:00;0.7642;;;0.631712;0.185711;;;
09/01/1991 00:00;0.7651;;;0.634719;0.185711;0.007228;;
10/01/1991 00:00;0.7665;;;0.639591;0.185912;0.007208;;
11/01/1991 00:00;0.765;;;0.635526;0.186074;0.007212;;
12/01/1991 00:00;0.7664;;;0.636132;0.186074;0.007219;;
13/01/1991 00:00;0.7664;;;0.62901;0.186074;0.007216;0.568666;
14/01/1991 00:00;0.77;;;0.645203;0.186074;0.007313;0.571102;
15/01/1991 00:00;0.7738;;;0.646078;0.186293;0.007315;0.571102;0.5627
16/01/1991 00:00;0.7755;;;0.64041;0.186293;0.007291;;0.5645
17/01/1991 00:00;0.776;;;0.643708;0.186293;0.00731;;0.5648
18/01/1991 00:00;0.773;;;0.651254;0.186293;0.00731;;0.563
19/01/1991 00:00;0.7785;;;0.660066;0.186293;0.007329;;0.5674
20/01/1991 00:00;0.7755;;;0.656599;0.18655;0.007275;;0.5667
21/01/1991 00:00;0.7738;;;0.655523;0.18655;0.0073;;0.565
22/01/1991 00:00;0.7751;;;0.661463;0.18655;;;0.5664
23/01/1991 00:00;0.7758;;;0.660066;0.18655;;;0.571
24/01/1991 00:00;0.7761;;;0.652529;0.18655;;;0.5712
25/01/1991 00:00;0.7792;;;0.654108;;;;0.5711
26/01/1991 00:00;0.778;;;0.655308;;0.007277;;0.5708
27/01/1991 00:00;0.7765;;;0.651169;;0.007264;;
28/01/1991 00:00;0.779;;;0.66313;;0.007313;;
29/01/1991 00:00;;;;0.667111;;0.007316;;
30/01/1991 00:00;;;;0.668807;;0.007368;;
31/01/1991 00:00;;;;0.66912;;0.007361;;
01/02/1991 00:00;0.7825;;;0.66335;;0.007328;;
02/02/1991 00:00;0.7835;;;0.660066;;0.007305;;0.5711
03/02/1991 00:00;0.7839;;;0.662252;;0.007324;;0.5717
04/02/1991 00:00;0.7825;;;0.660502;;0.007325;;0.5738
05/02/1991 00:00;0.7821;;;0.658545;;0.00732;;0.573
06/02/1991 00:00;0.7785;;;0.656599;;0.007328;;0.5731
07/02/1991 00:00;0.7776;;;0.64914;;0.007286;;0.5732
08/02/1991 00:00;0.779;;;0.644745;;0.007231;;0.5705
09/02/1991 00:00;0.7815;;;0.645786;;0.007275;;0.575
10/02/1991 00:00;0.784;;;0.656599;0.18557;0.00731;;0.5753
11/02/1991 00:00;0.7871;;;0.664452;;0.00733;;0.5755
12/02/1991 00:00;0.7855;;;0.652742;;0.007294;;0.5742
13/02/1991 00:00;;;;0.654664;;0.007299;;0.5735
14/02/1991 00:00;;;;0.656728;;0.007299;0.580215;0.573
15/02/1991 00:00;;;;;;0.007321;0.580383;0.5741
16/02/1991 00:00;;;;;;0.007299;0.581564;0.575
17/02/1991 00:00;;;;;;0.007307;0.581564;0.5744
18/02/1991 00:00;;;;;;0.007352;0.581903;0.5723
19/02/1991 00:00;;;;;;0.007391;0.581903;0.5745
20/02/1991 00:00;;;;;;0.00736;0.581734;0.5798
21/02/1991 00:00;;;;;;0.007345;0.582411;0.5814
22/02/1991 00:00;;;;;;0.00741;0.587027;0.5825
23/02/1991 00:00;;;;;;0.007416;0.587027;0.5822
24/02/1991 00:00;;;;;;0.00741;0.587027;0.582
25/02/1991 00:00;;;;;;0.007459;0.588582;0.5843
26/02/1991 00:00;;;;;;0.007464;0.588408;0.5863
